name,geometry
宝山,"POLYGON ((121.3316426032713 31.51010944044218, 121.3592560707912 31.50081574954621, 121.3939434333233 31.47884944750169, 121.4154845497488 31.46520820656432, 121.435591588791 31.45246251856205, 121.4740205015707 31.42516134176899, 121.4764778650376 31.42341554909359, 121.4897074621431 31.41401680363452, 121.5046877916211 31.39856781564182, 121.5104050275592 31.3926717163944, 121.5128744024534 31.39192869978101, 121.5156125098356 31.39110475207681, 121.5093685916288 31.38848622399676, 121.5046672503761 31.38473490293249, 121.5011963480102 31.38026726557269, 121.500106273856 31.37704529365782, 121.4990771537769 31.36862721061634, 121.5014614463097 31.36135126894949, 121.5055282795591 31.35729474292924, 121.5062273526249 31.35689829345404, 121.5206540830336 31.34871678857353, 121.5184193454205 31.34426179703217, 121.5158739560108 31.34536533329294, 121.5132129085126 31.34234829186683, 121.501191573944 31.34760382030203, 121.4889984471564 31.33200743519774, 121.4932095167295 31.32954699607081, 121.4944727195945 31.32720025260548, 121.491621883262 31.32527703392428, 121.4920410872475 31.31344418460594, 121.4808067019834 31.31295648977316, 121.4808329553349 31.31640235912355, 121.474715620623 31.3162425545863, 121.4713540403645 31.31703285811719, 121.4637374792701 31.31765437620734, 121.4635699340373 31.32181227494412, 121.460678713915 31.32170385047063, 121.4606409778024 31.32289343832676, 121.4524239271057 31.32245250454731, 121.4483040718472 31.3198134622222, 121.4432435095743 31.3185657806421, 121.4412018917548 31.32308915136631, 121.4402922379253 31.32288480243405, 121.4409063062009 31.32156849272553, 121.4320637263009 31.3211185938225, 121.4318692172136 31.32233135893839, 121.4290450213836 31.32240602309743, 121.4286956831284 31.32024745028333, 121.4277482785925 31.32035285037075, 121.4298850058357 31.3140606038686, 121.4275294950357 31.31329505727448, 121.4278187204584 31.31183970037424, 121.4269128709883 31.31133732733987, 121.4277560822743 31.30746480404672, 121.426288822491 31.3073257640036, 121.426554368068 31.30516684405892, 121.4216870419784 31.30449779808794, 121.4222848304901 31.30008446292803, 121.4189846889132 31.29880845417728, 121.4153319738656 31.29844785811245, 121.4156199250284 31.29722885009117, 121.4143093936473 31.296347977293, 121.4138879778715 31.29380434558134, 121.4149693483756 31.29254518969245, 121.4165413208177 31.29287258892906, 121.4191064622869 31.29251867265518, 121.4181372814063 31.28579696588035, 121.4198720332573 31.28123418629455, 121.4198726851784 31.27996109859102, 121.4200330736014 31.27896267677931, 121.4196429160055 31.27737953463624, 121.4200677733905 31.2728219851793, 121.4204593580818 31.2722395844854, 121.4185096630251 31.2698310503856, 121.4172926988076 31.26997396545649, 121.4172824824515 31.27047442106393, 121.416154507005 31.2703771632877, 121.4154455293325 31.26934669414089, 121.4169646058787 31.26890777965853, 121.4147591097757 31.26682385680789, 121.4111273633841 31.26743461746807, 121.4105717423651 31.270649917916, 121.4059201181777 31.27185921709307, 121.4062476822907 31.27469618112849, 121.4008203333771 31.2748254140604, 121.4018110405993 31.27778762918071, 121.4018091643309 31.27833864664259, 121.40017863919 31.27874556313322, 121.3999375841024 31.27790169610568, 121.3986033889806 31.27764903323994, 121.3973848096921 31.27853416341851, 121.3957514255717 31.27897352192791, 121.3952972759344 31.27978740914615, 121.3996925446763 31.28782632690109, 121.3989568504937 31.28799883598189, 121.3982209992927 31.28775171310968, 121.3955859904475 31.287690074488, 121.3956868757026 31.28874373300684, 121.3936943241409 31.28870129707634, 121.3937119889744 31.2899868075655, 121.3949970562509 31.28986075099357, 121.3947249935834 31.29042844581521, 121.3926639078845 31.29086411969565, 121.3930223147045 31.29196197715268, 121.3887953445629 31.29279022742585, 121.3898266911591 31.29604172836119, 121.383612902817 31.29682135397503, 121.3827844625466 31.29580703517186, 121.3799394658304 31.29601443894992, 121.3797944244859 31.29542125540728, 121.3783923563945 31.29536779003897, 121.3784047171712 31.29430161047283, 121.3768237828751 31.29424890997198, 121.3767359129871 31.29100248742359, 121.3744560891056 31.29148772153861, 121.3741995400679 31.29196810483788, 121.3714182684976 31.29221598723072, 121.3714210139429 31.29154849738297, 121.370136666914 31.29160183959966, 121.3697667193756 31.2906303803277, 121.3682506038554 31.29073037633739, 121.3682754871597 31.29133004877745, 121.3652830424462 31.29189831246867, 121.3648733092521 31.29072870463781, 121.3536898905487 31.29498913678533, 121.3546410385499 31.29632885642651, 121.3555478527457 31.29614936933999, 121.3587364166053 31.30430371748213, 121.3564226169532 31.30436189710804, 121.3520966365578 31.3026875054239, 121.3506497070699 31.30140420611548, 121.3480756279821 31.30323270789196, 121.3442446858248 31.30162843524443, 121.3448803897754 31.2991158648216, 121.3438679020591 31.29910549003826, 121.3439175131613 31.29803974300701, 121.3422989350033 31.2978843831439, 121.3422231302146 31.29926930643195, 121.337691804632 31.29873397777215, 121.3375581950621 31.29943660487159, 121.3362011702165 31.29907943569859, 121.3364439606445 31.29833032858146, 121.3362237276718 31.29533133566754, 121.3344765076145 31.29600620073022, 121.333695903255 31.29485447005423, 121.3322879780891 31.29518107445802, 121.3324626669576 31.29568014714218, 121.3318449550707 31.29657387468917, 121.3330428365674 31.29717705289264, 121.3315153005854 31.29866035723386, 121.3296089149128 31.29770518134597, 121.3281144691076 31.2996951820318, 121.3288892070884 31.30006251671998, 121.3266749525951 31.30306553492227, 121.3298494914794 31.30488892011959, 121.3313649239734 31.30515521683973, 121.3387838232811 31.31871055478376, 121.3418926440038 31.31795958043012, 121.3432057477318 31.31847519616885, 121.342945388985 31.32042632622477, 121.3432475479706 31.32120549816507, 121.3442679152012 31.32182266918745, 121.344499488375 31.32282971629706, 121.3443983161136 31.32280594677356, 121.3407723249404 31.32278268086151, 121.3377833516702 31.33689104174481, 121.3415085994021 31.33787971776106, 121.3398200337134 31.34353414904835, 121.3376605983482 31.34298188544603, 121.3280896162995 31.34856925894759, 121.3277271301234 31.35263072931961, 121.3310288547175 31.35263912805145, 121.3329535851647 31.35445984687694, 121.3334390949706 31.35759286693739, 121.336127673518 31.35934566688258, 121.3307542429627 31.36983638066825, 121.3320565759529 31.37063184518712, 121.3250808701232 31.37906910004643, 121.3266209307498 31.38006011756994, 121.326375763389 31.38225621099136, 121.3220887211775 31.38247760696883, 121.318877614931 31.38867275193385, 121.3161822973008 31.39044939792098, 121.3187635142438 31.39522000817386, 121.3166633572306 31.39913056694871, 121.3103480629426 31.40130854892303, 121.3120573971905 31.40672596242856, 121.3100665900392 31.40924925705478, 121.3238582611498 31.41339258259202, 121.3258803825528 31.41186603581699, 121.3285603191993 31.41242015929636, 121.3285169906869 31.41855621635491, 121.3328313122518 31.42124109554322, 121.3304705922479 31.42943979784037, 121.3317506673628 31.43006446183966, 121.329350722686 31.44150046165558, 121.3240377694435 31.44201184549059, 121.3194808348023 31.45666455261308, 121.31527362106 31.45646244739785, 121.3125247670683 31.4678737347703, 121.3159127478784 31.46882708466622, 121.3159991300116 31.47067862200122, 121.3137445072742 31.47006982297634, 121.3097019429725 31.47405152465085, 121.3142146123752 31.47647100050447, 121.3118271044355 31.48282094714728, 121.3092336942418 31.48203022197377, 121.3040489037501 31.49039797666914, 121.305707301168 31.49130439173392, 121.3047111621347 31.49401905835501, 121.301081777082 31.49482663661528, 121.2964635557103 31.49873716489763, 121.2973374248784 31.49987504035673, 121.3013227730927 31.50506354896846, 121.3201624619859 31.50451089161604, 121.3316426032713 31.51010944044218))"
崇明,"MULTIPOLYGON (((121.8620906812392 31.30371175270662, 121.8499635407425 31.29554709726333, 121.8097553354249 31.3224701774922, 121.8036694501249 31.33198381630334, 121.7996233431662 31.3510094751073, 121.8061390095479 31.35171016660555, 121.8023801407808 31.35935861527711, 121.7977396965992 31.36823472632905, 121.7908989636557 31.3762586248225, 121.7913378207003 31.37974475330653, 121.7982741470026 31.38181050047949, 121.8184766435673 31.37980121242479, 121.8387760479429 31.37516316209833, 121.8763353592456 31.36130760346484, 121.8843637033442 31.34175756001157, 121.883498464362 31.33120913788486, 121.8620906812392 31.30371175270662)), ((121.6575099479685 31.43125149133942, 121.7221443270538 31.40864409896865, 121.7431698828097 31.39413223111459, 121.7634616790243 31.37942942613291, 121.7783126167272 31.37180713006783, 121.7846416040523 31.36067330428117, 121.786422186432 31.32935710876351, 121.7808376144244 31.31966037603971, 121.774510909418 31.31852060491388, 121.7646086027758 31.32032432016517, 121.7546128554183 31.32933465487783, 121.7393336807578 31.35158145746301, 121.710649672817 31.37083110700421, 121.6878882813178 31.37859926929168, 121.6534247635203 31.39731909570281, 121.6233081036691 31.41748798932043, 121.6153630613947 31.42381271419529, 121.6076037588189 31.42615985929259, 121.6063821402261 31.42956535601081, 121.5972881015708 31.42871705172924, 121.5904834865952 31.43439557227298, 121.5760869923076 31.43674063764225, 121.5737864661483 31.44109928912039, 121.5707468692966 31.44663588342519, 121.5711372220332 31.45025184951334, 121.5780738802077 31.45250414233421, 121.5835798881104 31.45173157019924, 121.5889172007019 31.44947132984862, 121.6141217348414 31.44427879282551, 121.6575099479685 31.43125149133942)), ((121.2721971659721 31.70320164505588, 121.2765220087065 31.69505634753212, 121.2619180428183 31.69936780527628, 121.2451479324909 31.70527605684489, 121.2391987992076 31.71430944606802, 121.2430480850049 31.71768308275981, 121.2557282607326 31.71213607608573, 121.2661746732025 31.70814938436498, 121.2721971659721 31.70320164505588)), ((121.6220770052809 31.69528795304378, 121.6147072465141 31.69496769614509, 121.5528393994151 31.7205312907982, 121.5024310434442 31.74744490150351, 121.4907362295313 31.75518806922829, 121.4949792577529 31.75483227549568, 121.5360873218416 31.73743213778758, 121.5626609839024 31.71831338739496, 121.6236933111549 31.69945750293758, 121.6220770052809 31.69528795304378)), ((121.4244030792772 31.76282468791237, 121.4409137004852 31.75067968368873, 121.4505768195088 31.76133379627343, 121.4825018637459 31.75587814197923, 121.4886427641064 31.74617283282272, 121.652842966624 31.65801522552675, 121.6536687348822 31.65757187799899, 121.7624221256965 31.62054734157044, 121.828766968096 31.59556301997733, 121.8888232265435 31.58873658381432, 121.9197019662922 31.57366815689938, 121.9557508729437 31.54198505352278, 121.9554245319015 31.51114904971018, 121.9257842579602 31.46149226588738, 121.8830422769544 31.44272463750836, 121.8287947296596 31.44136144340658, 121.8274999990796 31.44132890794319, 121.7939630044776 31.4593506819253, 121.7488473805728 31.47904469342991, 121.7175327866059 31.49271423671566, 121.6843270952686 31.507209287667, 121.6722876541776 31.51246478168049, 121.6038265613972 31.52200224934537, 121.5773624415112 31.53381787260153, 121.5318691595158 31.55412958079532, 121.4761489472657 31.57900737905658, 121.3861646958531 31.6191832858402, 121.3486285977848 31.64373516072499, 121.3246580684018 31.6594139730847, 121.2879293923387 31.69541902756551, 121.258436615434 31.72433074323487, 121.2517245012444 31.72580605205434, 121.2120359398159 31.73452951578651, 121.1631983888137 31.79111127527209, 121.1801144545099 31.80626423261058, 121.1846301692312 31.8092676518343, 121.2296563075036 31.83921470952237, 121.2422692023164 31.84489905055207, 121.2834697750036 31.86346719920093, 121.3034613345138 31.86498866269497, 121.3251882715647 31.85556106960495, 121.3299265010453 31.84319071112499, 121.3573131359098 31.83790476723617, 121.3927847291651 31.82066201038894, 121.4117856307077 31.79905628457357, 121.4050000464569 31.79389106439311, 121.4244030792772 31.76282468791237)))"
奉贤,"POLYGON ((121.4844905174263 31.01778571312715, 121.488152995064 31.00077385539984, 121.5110471390553 31.00961582962561, 121.5157192821539 31.00577227362121, 121.5161302685518 31.00110815097879, 121.5415816827441 30.99471690709036, 121.5446634429081 30.99029345842096, 121.5483111074419 30.99057896587188, 121.548957282802 30.99580117840629, 121.5724936414143 31.00210357624456, 121.6098292932381 31.00329404108576, 121.6162364081455 30.99457817907408, 121.6406589208275 30.99526128549884, 121.6649264571659 30.9935248424582, 121.6687423136491 30.99148873542269, 121.670064961263 30.99365090492861, 121.6756644438705 30.99296546810851, 121.6858450481035 30.9917192527909, 121.6979968210115 30.98774927535656, 121.7036155980966 30.98540483924287, 121.7074226763646 30.98343741422637, 121.7266794237277 30.96976665615377, 121.7333291023333 30.96240800976661, 121.7321321616327 30.96054557994131, 121.7354607400016 30.95846887354726, 121.7365185275484 30.95963619137615, 121.7434379464841 30.95363248267636, 121.7439725041496 30.95437816267784, 121.7481429753277 30.95432490122464, 121.7564298733576 30.94925714316753, 121.7563395057082 30.9466790959115, 121.7595526011951 30.94348633221612, 121.7569734240525 30.94145847619986, 121.7601634357064 30.93833437950065, 121.7633016990158 30.94009920682102, 121.7684800192723 30.93493201048586, 121.7686987809989 30.93357882324005, 121.7723262897276 30.9332311198783, 121.7741649074852 30.93198123561341, 121.7746167903984 30.92803526519491, 121.7767045304087 30.91771987253823, 121.7745140251744 30.91185230267394, 121.7721082752268 30.88251615085345, 121.7683649871675 30.88083745226301, 121.76679330146 30.87600470914212, 121.763341233744 30.86539001917735, 121.763544575204 30.85078664699384, 121.7288786211243 30.85039264636679, 121.6693597722662 30.8452610760073, 121.6145739522929 30.83693965109612, 121.6151949276585 30.83343216920745, 121.5478920507272 30.81598203522592, 121.5447898548889 30.82321600451528, 121.5052656486412 30.81435554072506, 121.5099381036512 30.80509579845761, 121.4906644372612 30.79718185328589, 121.4857215114984 30.80700616769855, 121.4839445541215 30.80448414574762, 121.4867651760918 30.79402643000003, 121.4754793447843 30.78803200064536, 121.4587982040003 30.78141874306434, 121.4421914924788 30.80749612290811, 121.4371790923425 30.80768413107057, 121.4322675258828 30.81998894257148, 121.415717997231 30.8213808880239, 121.414945846689 30.81791905028955, 121.4111810207177 30.81776036039064, 121.4108075266879 30.82141145225309, 121.3973550212499 30.82748789060113, 121.3961318084859 30.83163566923493, 121.3987982829575 30.83175556859204, 121.3995707810553 30.83564082679823, 121.3932107516818 30.83518211301358, 121.392376559816 30.83020525621135, 121.3876287552752 30.82904679727866, 121.3870772725024 30.83178529305387, 121.383416719168 30.83154540140777, 121.3833775311092 30.83474392103417, 121.3757159662762 30.83787272040522, 121.374658626355 30.84485350898957, 121.3805705200505 30.84504744570265, 121.3789590215587 30.85315162091605, 121.3792114715111 30.86540659714844, 121.3773330981482 30.86543471690811, 121.376486361814 30.88103256084013, 121.3594644304516 30.8887427078392, 121.3484559174972 30.91347059943897, 121.3465741894754 30.9323387384626, 121.3577550237452 30.93864639867879, 121.3554394438539 30.97944951338304, 121.3883941073452 30.98956098428539, 121.4053296716238 30.99187806959443, 121.4130389934661 30.99393953071642, 121.4229423656116 30.99822356422569, 121.4304952652503 31.00462926458339, 121.4386448174867 31.00848512726783, 121.4594277591088 31.01001437090888, 121.471403354683 31.01493928098117, 121.4795211796926 31.01533242466766, 121.4844905174263 31.01778571312715))"
虹口,"POLYGON ((121.4713540403645 31.31703285811719, 121.474715620623 31.3162425545863, 121.4808329553349 31.31640235912355, 121.4808067019834 31.31295648977316, 121.4810363665973 31.30542615691757, 121.4855428822348 31.29435553086649, 121.496101376709 31.29716209475889, 121.497115197657 31.29529880782668, 121.4981418387454 31.2912960486153, 121.4927964434346 31.28712010012003, 121.4916394226039 31.28529764209181, 121.4920718933779 31.27803428628985, 121.4948934335384 31.27778904476764, 121.4965644100514 31.27644916602049, 121.502062097148 31.27204082512319, 121.5021026762857 31.26736900604049, 121.504042438933 31.26444888400156, 121.5085946653003 31.25970952137512, 121.5131291383097 31.25357503233571, 121.5118358198271 31.25279269525863, 121.512102580699 31.24886721179271, 121.5119492902689 31.24886821548388, 121.505275577756 31.24899378289191, 121.498590632076 31.24765125234207, 121.4917560592805 31.24480478991239, 121.4902585365729 31.24389717798864, 121.4864171186976 31.24478849937441, 121.4845988847449 31.24539832758296, 121.4824719757279 31.24591338102766, 121.4798149855863 31.24490307185658, 121.4784532341727 31.24363651136933, 121.4766643760713 31.24937819421264, 121.4765253262343 31.24982447099386, 121.4749625691059 31.25150797157049, 121.4770191082315 31.2525679624485, 121.4751294915643 31.25522433305242, 121.4759834627303 31.25706098565336, 121.4757907143212 31.26024521167009, 121.466753652078 31.26765548741191, 121.4593161247388 31.27653954421076, 121.457294075194 31.27877514566512, 121.4571512372586 31.28131887320599, 121.4567095661333 31.2837183125635, 121.4572041673753 31.28626733097318, 121.4554206595367 31.29144280914241, 121.4599161565399 31.29954234495708, 121.4596143139553 31.30160610324951, 121.4589067831536 31.30764475580902, 121.4630681692084 31.307938549766, 121.4637374792701 31.31765437620734, 121.4713540403645 31.31703285811719))"
黄浦,"POLYGON ((121.4902281802254 31.24387877974802, 121.4887438471333 31.24119487907867, 121.4893611731962 31.23702408897267, 121.4933374967793 31.23334644631631, 121.4933585407116 31.23332686162973, 121.5021963175892 31.22510192117017, 121.5046459904732 31.2209923900235, 121.5056867207581 31.21693870381138, 121.5045810920801 31.2135299629872, 121.5007547320351 31.20722457909289, 121.4950946669497 31.19906307688142, 121.4916278935264 31.19526367579576, 121.4868134933948 31.19325355775307, 121.4708063221791 31.18966085173532, 121.4707783646599 31.1896444228663, 121.4701810851875 31.19188645767495, 121.4657260543187 31.19288893679032, 121.4649205460197 31.19824925652826, 121.4637266498956 31.20086489497614, 121.4632705067728 31.20297333561831, 121.4629088343295 31.20425885484556, 121.4620102361849 31.20596489693307, 121.4596096361893 31.20498350168178, 121.4576146635261 31.20458178489448, 121.4573768555408 31.20816985675881, 121.4567743695102 31.2126649430675, 121.4560618980583 31.21510529292516, 121.4535674372745 31.22024601174645, 121.4530902164387 31.2216401209921, 121.4522658000895 31.22350954461636, 121.4521696636774 31.22549738589638, 121.4589389309141 31.22557409932204, 121.4628437542948 31.22547538035446, 121.4630002142294 31.22727786529141, 121.4633251407653 31.22731436751044, 121.4627257269141 31.22861672369138, 121.4625499797893 31.22995551598228, 121.4623334353299 31.23277748689771, 121.4617150409941 31.23592718997633, 121.4601793978269 31.23886941220183, 121.4583675268321 31.24297084800508, 121.45998021113 31.2428813810404, 121.4621963551567 31.24207499433774, 121.4642101307609 31.24099197418152, 121.4658674053685 31.24095784219131, 121.4672229294777 31.24156022360557, 121.4687493423278 31.24250124961895, 121.4707042709312 31.2431101854059, 121.4727006372036 31.24278904489793, 121.4743927656857 31.24193305031321, 121.4758168698063 31.24179157490315, 121.4770587647594 31.24236065449762, 121.4784532341727 31.24363651136924, 121.4798149855863 31.24490307185658, 121.4824719757279 31.24591338102766, 121.4845988847449 31.24539832758296, 121.4864171186976 31.24478849937441, 121.4902585365729 31.24389717798864, 121.4902281802254 31.24387877974802))"
