name,常住人口2010,订单数,包邮率,城市简称,省,城市等级,lng,lat,区域
商丘市,7362975,419280,0.9815970234688036,商丘市,河南省,三线及以下,115.7000885,34.28896659,华中
安阳市,5173188,323457,0.9806589438472502,安阳市,河南省,三线及以下,114.3542936,35.87710753,华中
平顶山市,4904701,287640,0.9791718815185648,平顶山市,河南省,三线及以下,113.0122368,33.79528117,华中
开封市,4676483,313168,0.980761125019159,开封市,河南省,三线及以下,114.5353417,34.60455396,华中
新乡市,5708191,451030,0.9802762565682992,新乡市,河南省,三线及以下,114.0874318,35.26444085,华中
洛阳市,6549941,580566,0.9783504373318452,洛阳市,河南省,三线及以下,112.0293745,34.29015318,华中
漯河市,2544266,171812,0.9795823341792192,漯河市,河南省,三线及以下,113.8996087,33.65490507,华中
濮阳市,3598740,220366,0.9778414092918144,濮阳市,河南省,三线及以下,115.2779497,35.80784827,华中
焦作市,3540101,278534,0.9795428924296496,焦作市,河南省,三线及以下,112.8933063,35.11036608,华中
许昌市,4307488,278441,0.9792415628445524,许昌市,河南省,三线及以下,113.7092459,34.07237613,华中
郑州市,8627089,2011725,0.976181635163852,郑州市,河南省,二线,113.469807,34.62733778,华中
驻马店市,7231234,381747,0.9822866977343634,驻马店市,河南省,三线及以下,114.1510434,32.92304481,华中
鹤壁市,1569208,98290,0.9817275409502492,鹤壁市,河南省,三线及以下,114.3095257,35.72276298,华中
丽水市,2116957,206535,0.9730699397196602,丽水市,浙江省,三线及以下,119.5123241,28.19895335,华东
台州市,5968838,643824,0.9727720619299683,台州市,浙江省,三线及以下,121.1010596,28.77733897,华东
嘉兴市,4501657,749490,0.9660475790204004,嘉兴市,浙江省,三线及以下,120.7519286,30.65130795,华东
宁波市,7605689,1260155,0.9695164483734144,宁波市,浙江省,二线,121.4754904,29.70487361,华东
杭州市,8700373,2416790,0.9625209472068322,杭州市,浙江省,二线,119.4688242,29.89988923,华东
温州市,9122102,1112183,0.9695787473824002,温州市,浙江省,三线及以下,120.4308627,27.90364982,华东
湖州市,2893542,391892,0.9671414573402876,湖州市,浙江省,三线及以下,119.8682386,30.74448199,华东
绍兴市,4912239,631132,0.9705893537326582,绍兴市,浙江省,三线及以下,120.6317962,29.71940125,华东
舟山市,1121261,167719,0.9696218079048884,舟山市,浙江省,三线及以下,122.1873011,30.08805463,华东
衢州市,2122661,174378,0.9708678847102272,衢州市,浙江省,三线及以下,118.6745852,28.93427537,华东
金华市,5361572,816138,0.9714643846996464,金华市,浙江省,三线及以下,119.9524905,29.11658192,华东
万宁市,545597,0,0.0,万宁市,海南省,三线及以下,110.280715,18.83545499,华南
三亚市,685408,166714,0.9477488393296304,三亚市,海南省,三线及以下,109.4184206,18.39377265,华南
东方市,408309,0,0.0,东方市,海南省,三线及以下,108.8400646,18.99371394,华南
五指山市,104119,0,0.0,五指山市,海南省,三线及以下,109.50708,18.826926,华南
儋州市,932356,52581,0.9541279169281679,儋州市,海南省,三线及以下,109.403966,19.56665127,华南
文昌市,537426,0,0.0,文昌市,海南省,三线及以下,110.769216,19.74705019,华南
海口市,2046170,416528,0.9501017938770022,海口市,海南省,三线及以下,110.4209235,19.8309224,华南
琼海市,483217,0,0.0,琼海市,海南省,三线及以下,110.4028228,19.21027708,华南
仙桃市,1175085,0,0.0,仙桃市,湖北省,三线及以下,113.3754345,30.29042631,华中
十堰市,3340841,230410,0.9759298641552016,十堰市,湖北省,三线及以下,110.4399352,32.45573228,华中
咸宁市,2462583,197350,0.9779984798581199,咸宁市,湖北省,三线及以下,114.1751731,29.62364693,华中
天门市,1418913,0,0.0,天门市,湖北省,三线及以下,113.1137711,30.64531272,华中
孝感市,4814542,292758,0.9793447147473341,孝感市,湖北省,三线及以下,113.8775163,31.11750893,华中
宜昌市,4059686,314282,0.9717387569125816,宜昌市,湖北省,三线及以下,111.1340098,30.74609869,华中
武汉市,9785388,2465532,0.9715635408504129,武汉市,湖北省,二线,114.3414784,30.6229223,华中
潜江市,946277,0,0.0,潜江市,湖北省,三线及以下,112.7566364,30.33939635,华中
荆州市,5691707,363940,0.9768038687695774,荆州市,湖北省,三线及以下,112.5702512,29.99666313,华中
荆门市,2873687,182093,0.9756168551234808,荆门市,湖北省,三线及以下,112.6072325,31.06848211,华中
襄阳市,5500307,355168,0.9765829128750336,襄阳市,湖北省,三线及以下,111.9344165,31.93092434,华中
鄂州市,1048668,100943,0.9786215983277692,鄂州市,湖北省,三线及以下,114.7553195,30.32728729,华中
随州市,2162222,123441,0.9801767646081934,随州市,湖北省,三线及以下,113.4238542,31.82785744,华中
黄冈市,6162069,375374,0.9801131671346444,黄冈市,湖北省,三线及以下,115.3416951,30.71470107,华中
黄石市,2429318,223821,0.9782683483676688,黄石市,湖北省,三线及以下,115.0250611,29.92696841,华中
娄底市,3784634,215694,0.9801802553617625,娄底市,湖南省,三线及以下,111.6143073,27.73921929,华中
岳阳市,5476084,373145,0.9787964464216324,岳阳市,湖南省,三线及以下,113.2554097,29.06507552,华中
常德市,5714623,345068,0.9761525264585532,常德市,湖南省,三线及以下,111.5213156,29.29858671,华中
张家界市,1478149,92113,0.9746941256934416,张家界市,湖南省,三线及以下,110.526627,29.3927384,华中
